id,name__cs,name__sl,name__en,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cy,name__da,name__de,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__pcd,name__pl,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__commons,wikipedia__cs,wikipedia__sl,image,gender,birth_date,given_name,original_wikiname,occupation,wikipedia__en,wikipedia__fr,wikipedia__pl,wikipedia__tr,family_name,wikipedia__hu,wikipedia__it,identifier__VIAF,identifier__freebase,name__ru,name__uk,name__vi,name__ar,name__zh,name__be,name__ie,name__de_ch,name__el,name__en_ca,name__en_gb,name__oc,name__hsb,name__dsb,name__csb,name__kg,name__la,name__ka,name__ja,name__sr,name__sh,name__be_tarask,name__id,name__io,name__fa,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__ca,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__hr,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__lb,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__uk,wikipedia__vi,wikipedia__zh,website,identifier__CONOR,identifier__parlement,wikipedia__ro,identifier__EuroparlMEP,wikipedia__slwikiquote,wikipedia__la,name__he,name__ko,name__lv,name__bg,name__pt_br,wikipedia__ast,wikipedia__bg,wikipedia__bs,wikipedia__cswikiquote,wikipedia__gl,wikipedia__he,wikipedia__is,wikipedia__ko,wikipedia__lv,wikipedia__oc,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sk,wikipedia__sq,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__FAST,wikipedia__hsb,wikipedia__nds,identifier__SUDOC,name__ty
Q13494000,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Matjaž Hanžek,Category:Matjaž Hanžek,,Matjaž Hanžek,https://upload.wikimedia.org/wikipedia/commons/9/97/Shod_proti_plenjenju_in_klientelnemu_kadrovanju_05-sept-2013_598.jpg,male,1949-08-13,Matjaž,Matjaž Hanžek,sociologist,,,,,,,,296907646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339043,,,,Matjaž Hanžek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17117413,Miro Cerar,Miro Cerar,Miro Cerar,,,Miro Cerar,,,Miro Cerar,Miro Cerar,,,Miro Cerar,Miro Cerar,Miro Cerar,Miro Cerar,Miro Cerar,,Miro Cerar,Miro Cerar,,,,,,Miro Cerar,Miro Cerar,,Miro Cerar,Miro Cerar,,,,,,Miro Cerar,Miro Cerar,,Miro Cerar,Miro Cerar,,Miro Cerar,,Miro Cerar,,,,,,,,Miro Cerar,Miro Cerar,,,,Miro Cerar,Category:Miroslav Cerar Jr.,Miro Cerar,Miroslav Cerar ml.,https://upload.wikimedia.org/wikipedia/commons/5/56/Miroslav_Cerar_small.jpg,male,1963-08-25,Miro,Miro Cerar (pravnik),politician,Miro Cerar,Miro Cerar,Miro Cerar,Miro Cerar,Cerar,,Miro Cerar,234015725,/m/010r9_56,Мирослав Церар,Миро Церар,Miro Cerar,,米罗·采拉尔,"Міраслаў Цэрар, палітык",Miro Cerar,Miro Cerar,Μίρο Τσεράρ,Miro Cerar,Miro Cerar,,Miro Cerar,,,,Miroslaus Cerar,,ミロ・ツェラル,,Miro Cerar,,,Miro Cerar,میرو چرار,,,"Міраслаў Цэрар, палітык",Miro Cerar,,Miro Cerar,Μίρο Τσεράρ,Miro Cerar,Miro Cerar,Miro Cerar,میرو چرار,Miro Cerar,Miro Cerar,,Miro Cerar,Miro Cerar,ミロ・ツェラル,,Miro Cerar,Miro Cerar,,Miro Cerar,Miro Cerar,"Церар, Мирослав (политик)",Miro Cerar,,Miro Cerar,Миро Церар,Miro Cerar,米罗·采拉尔,http://www.pf.uni-lj.si/fakulteta/pedagogi/prof.-dr.-miro-cerar-univ.-dipl.-prav./,3920995,vjntfghe0yyl,,,,Miroslaus Cerar,,미로 체라르,,Мирослав Церар,Miro Cerar,Miro Cerar,Мирослав Церар,Miro Cerar,,,,,미로 체라르,,,,,,,,0000 0003 8549 7409,1107888840,n96024476,,,Miro Cerar,Miro Cerar,164112774,
Q17484120,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Milan Brglez,Category:Milan Brglez,,Milan Brglez,https://upload.wikimedia.org/wikipedia/commons/1/1b/Milan_Brgez_2014.jpg,male,1967-09-01,Milan,Milan Brglez,politician,Milan Brglez,,Milan Brglez,,Brglez,,,71169492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18507427,,Andrej Šircelj,Andrej Šircelj,,,,,,,,,,,,,,,,,Andrej Šircelj,,,,,,,,,,,,,,,,,,,Andrej Šircelj,,,,,,,,,,,,,,,,,,Andrej Šircelj,Category:Andrej Šircelj,,Andrej Šircelj,https://upload.wikimedia.org/wikipedia/commons/e/e0/Andrej_Šircelj_2015.jpg,male,1959-02-28,Andrej,Andrej Šircelj,economist,,,,,,,,70165100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374819,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 1989 7760,,,,,,,,
Q18508947,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,Iva Dimic,,,Iva Dimic,,female,1972-10-28,Iva,Iva Dimic,economist,,,,,Dimic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216206179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18524166,,Branko Grims,Branko Grims,,,,,,,,,,,,,,,,,Branko Grims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branko Grims,Category:Branko Grims,,Branko Grims,https://upload.wikimedia.org/wikipedia/commons/0/0f/Branko_Grims.jpg,male,1962-08-26,Branko,Branko Grims,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34529123,,,,Branko Grims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18529471,,Franc Trček,Franc Trček,,,,,Franc Trček,,,Franc Trček,,Franc Trček,Franc Trček,,Franc Trček,,,,Franc Trček,,,,,,,,,Franc Trček,,,,,,,,Franc Trček,,Franc Trček,,,,,Franc Trček,,Franc Trček,,,,,,Franc Trček,,,,,Franc Trček,,,Franc Trček (sociolog),,male,1969-01-03,Franc,Franc Trček (poslanec),sociologist,,,,,Trček,,,298847633,,,,,,,,,,,,,,,,,,,,,,,,Franc Trček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4196195,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 4646 7511,1072852039,n2015000634,,,,,,Franc Trček
Q18587289,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Jani Möderndorfer,Category:Jani Möderndorfer,,Jani Möderndorfer,https://upload.wikimedia.org/wikipedia/commons/6/64/Jani_Möderndorfer_2012.jpg,male,1965-10-03,Jani,Jani Möderndorfer,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180221283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18604336,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,Jože Tanko,,,Jože Tanko,,male,1956-04-16,Jože,Jože Tanko,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18411619,,,,Jože Tanko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18604372,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,Jožef Horvat,,,Jožef Horvat,https://upload.wikimedia.org/wikipedia/commons/8/8e/Jožef_Horvat_03.jpg,male,1955-07-08,Jožef,Jožef Horvat,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67987043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18627634,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,Luka Mesec,,,Luka Mesec,https://upload.wikimedia.org/wikipedia/commons/c/c7/Luka_Mesec_julij_2014.jpg,male,1987-07-01,Luka,Luka Mesec,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204950371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18627666,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,Marijan Pojbič,,,Marijan Pojbič,,male,1961-02-06,Marijan,Marijan Pojbič,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18627734,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,Margareta Guček Zakošek,,,Margareta Guček Zakošek,,female,1970-08-21,Margareta,Margareta Guček Zakošek,pharmacist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69754211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18627777,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,Marjana Kotnik Poropat,,,Marjana Kotnik Poropat,,female,1944-01-27,Marjana,Marjana Kotnik Poropat,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222830691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18643062,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,Simona Kustec Lipicer,,,Simona Kustec Lipicer,,female,1976-06-19,Simona,Simona Kustec Lipicer,politician,,,,,,,,241574112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18644528,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Marko Pogačnik,Category:Marko Pogačnik (politician),,Marko Pogačnik (politik),https://upload.wikimedia.org/wikipedia/commons/b/b1/Marko_Pogačnik_2011.jpg,male,1972-01-30,Marko,Marko Pogačnik (politik),politician,,,,,Pogačnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25353315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18644615,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Matjaž Han,Category:Matjaž Han,,Matjaž Han,https://upload.wikimedia.org/wikipedia/commons/a/ac/Matjaž_Han_2012.jpg,male,1971-01-17,Matjaž,Matjaž Han,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206563939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18646304,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,Zvonko Lah,,,Zvonko Lah,,male,1958-01-21,Zvonko,Zvonko Lah,politician,,,,,Lah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19938434,,Ljubo Žnidar,Ljubo Žnidar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ljubo Žnidar,,,,,,,,,,,,,,,,,,Ljubo Žnidar,,,Ljubo Žnidar,,male,1960-12-22,Ljubo,Ljubo Žnidar,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149408355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
